pure_text,orginial_text,len,label
Good bye delivery people,"['good', 'bye', 'delivery', 'people']",4,0
Category: sport?,"['category', 'sport']",2,2
"He really didn't look angry at all  .   It seem very ""oh man did that Machine scare you little guy? Here I got it, you are safe now let's go""","['he', 'really', 'did', 'not', 'look', 'angry', 'at', 'all', 'it', 'seem', 'very', 'oh', 'man', 'did', 'that', 'machine', 'scare', 'you', 'little', 'guy', 'here', 'i', 'got', 'it', 'you', 'are', 'safe', 'now', 'let', ""'s"", 'go']",31,2
EVERY SINGLE ROBOT IN THE WORLD IS CONTROLLED BY AI NOT REMOTES THEY HAVE A MIND OF THEIR OWN,"['every', 'single', 'robot', 'in', 'the', 'world', 'is', 'controlled', 'by', 'ai', 'not', 'remotes', 'they', 'have', 'a', 'mind', 'of', 'their', 'own']",19,2
I wonder where Coco's driver is in Santa Monica?,"['i', 'wonder', 'where', 'coco', ""'s"", 'driver', 'is', 'in', 'santa', 'monica']",10,2
The crooks and thieves will love these free goodie!!,"['the', 'crooks', 'and', 'thieves', 'will', 'love', 'these', 'free', 'goodie']",9,0
They are stupid as fuck,"['they', 'are', 'stupid', 'af']",4,0
"This is great but surely will only be implemented in rich neighborhoods, hotels, private schools, etc.  .   That’s fine though, it’s one step more to the immediate “future”","['this', 'is', 'great', 'but', 'surely', 'will', 'only', 'be', 'implemented', 'in', 'rich', 'neighborhoods', 'hotels', 'private', 'schools', 'etc', 'that', 's', 'fine', 'though', 'it', 's', 'one', 'step', 'more', 'to', 'the', 'immediate', 'future']",29,1
yeah then ask for a tip,"['yeah', 'then', 'ask', 'for', 'a', 'tip']",6,2
Seeing this makes me happy good robot,"['seeing', 'this', 'makes', 'me', 'happy', 'good', 'robot']",7,1
"100%  of each robot coming back ""home"" after each delivery trips  .  ","['of', 'each', 'robot', 'coming', 'back', 'home', 'after', 'each', 'delivery', 'trips']",10,2
"They are cool little robotics, but they are taking job's from people who depend on the same job to put food on the table for the kids  .  ","['they', 'are', 'cool', 'little', 'robotics', 'but', 'they', 'are', 'taking', 'job', ""'s"", 'from', 'people', 'who', 'depend', 'on', 'the', 'same', 'job', 'to', 'put', 'food', 'on', 'the', 'table', 'for', 'the', 'kids']",28,0
Do these things work with batteries if they do why then people say they take over the world Can one explain that for me please Many thanks,"['do', 'these', 'things', 'work', 'with', 'batteries', 'if', 'they', 'do', 'why', 'then', 'people', 'say', 'they', 'take', 'over', 'the', 'world', 'can', 'one', 'explain', 'that', 'for', 'me', 'please', 'many', 'thanks']",27,2
what a great idea !!! said no one ever  .  ,"['what', 'a', 'great', 'idea', 'said', 'no', 'one', 'ever']",8,1
right because they know/care,"['right', 'because', 'they', 'know/care']",4,1
You know it  .   Scouse kids driving them around,"['you', 'know', 'it', 'scouse', 'kids', 'driving', 'them', 'around']",8,0
"How much is that cooler worth? I think in many neighborhoods it will be stolen on its own worth, let alone the freebies inside  .  ","['how', 'much', 'is', 'that', 'cooler', 'worth', 'i', 'think', 'in', 'many', 'neighborhoods', 'it', 'will', 'be', 'stolen', 'on', 'its', 'own', 'worth', 'let', 'alone', 'the', 'freebies', 'inside']",24,0
It’s been done for years around Milton Keynes,"['it', 's', 'been', 'done', 'for', 'years', 'around', 'milton', 'keynes']",9,2
Someone help them !,"['someone', 'help', 'them']",3,1
These are all over MK,"['these', 'are', 'all', 'over', 'mk']",5,2
Just waiting for the news of someone being run over by one of these  .  ,"['just', 'waiting', 'for', 'the', 'news', 'of', 'someone', 'being', 'run', 'over', 'by', 'one', 'of', 'these']",14,0
Probably being controlled,"['probably', 'being', 'controlled']",3,2
There are small delivery robots like this in Ohio State university  .   From what I have seen when they get stuck  .   they will ask for help and usually people push them  .   From other companies with similar project  .   they are planning a reward system  .   when you help the robot you get a discount on delivery stuff or what ever service they provide  .  ,"['there', 'are', 'small', 'delivery', 'robots', 'like', 'this', 'in', 'ohio', 'state', 'university', 'from', 'what', 'i', 'have', 'seen', 'when', 'they', 'get', 'stuck', 'they', 'will', 'ask', 'for', 'help', 'and', 'usually', 'people', 'push', 'them', 'from', 'other', 'companies', 'with', 'similar', 'project', 'they', 'are', 'planning', 'a', 'reward', 'system', 'when', 'you', 'help', 'the', 'robot', 'you', 'get', 'a', 'discount', 'on', 'delivery', 'stuff', 'or', 'what', 'ever', 'service', 'they', 'provide']",60,2
i love these little things,"['i', 'love', 'these', 'little', 'things']",5,1
LoL wait until people want to steal them like the ebikes,"['lol', 'wait', 'until', 'people', 'want', 'to', 'steal', 'them', 'like', 'the', 'ebikes']",11,0
"Don't say hi to a machine, your confused it's not living  .  ","['do', 'not', 'say', 'hi', 'to', 'a', 'machine', 'your', 'confused', 'it', 'is', 'not', 'living']",13,2
"alarms, cameras, robot would be destroyed, food stolen in NYC, even Atlanta Georgia  .  ","['alarms', 'cameras', 'robot', 'would', 'be', 'destroyed', 'food', 'stolen', 'in', 'nyc', 'even', 'atlanta', 'georgia']",13,0
So people are laid off their jobs due to COVID and the ones that picked up delivery jobs are gonna be replaced too  .  ,"['so', 'people', 'are', 'laid', 'off', 'their', 'jobs', 'due', 'to', 'covid', 'and', 'the', 'ones', 'that', 'picked', 'up', 'delivery', 'jobs', 'are', 'going', 'to', 'be', 'replaced', 'too']",24,0
"""Killer Robot Returns to Scene of Crime to Destroy Evidence""","['killer', 'robot', 'returns', 'to', 'scene', 'of', 'crime', 'to', 'destroy', 'evidence']",10,0
Awesome free groceries just drive around the town  .   Are they allowed to deliver alcohol?,"['awesome', 'free', 'groceries', 'just', 'drive', 'around', 'the', 'town', 'are', 'they', 'allowed', 'to', 'deliver', 'alcohol']",14,2
"Finally! Time to displace hundreds of thousands of workers- starts with the gig economy then everything else  .   Better get ready to reskill or be phased out everyone! Get ready for the inevitable widening of inequality and subsequent social unrest  .   And i don't think universal basic income is the answer with potential problems like inflation if people's buying power increases, market saturation in the remaining professions and a lack of or failures in a global and coordinated tax system due to regulatory/ tax arbitrage resulting from political/ geopolitical disputes, competition and corporate greed  .  ","['finally', 'time', 'to', 'displace', 'hundreds', 'of', 'thousands', 'of', 'workers-', 'starts', 'with', 'the', 'gig', 'economy', 'then', 'everything', 'else', 'better', 'get', 'ready', 'to', 'reskill', 'or', 'be', 'phased', 'out', 'everyone', 'get', 'ready', 'for', 'the', 'inevitable', 'widening', 'of', 'inequality', 'and', 'subsequent', 'social', 'unrest', 'and', 'i', 'do', 'not', 'think', 'universal', 'basic', 'income', 'is', 'the', 'answer', 'with', 'potential', 'problems', 'like', 'inflation', 'if', 'people', ""'s"", 'buying', 'power', 'increases', 'market', 'saturation', 'in', 'the', 'remaining', 'professions', 'and', 'a', 'lack', 'of', 'or', 'failures', 'in', 'a', 'global', 'and', 'coordinated', 'tax', 'system', 'due', 'to', 'regulatory/', 'tax', 'arbitrage', 'resulting', 'from', 'political/', 'geopolitical', 'disputes', 'competition', 'and', 'corporate', 'greed']",94,0
"Yeah, I agree electric bikes can really cover a good part of your needs  .   I would say except for when you have to go buy a lot of groceries or if you have to transport someone around  .  ","['yeah', 'i', 'agree', 'electric', 'bikes', 'can', 'really', 'cover', 'a', 'good', 'part', 'of', 'your', 'needs', 'i', 'would', 'say', 'except', 'for', 'when', 'you', 'have', 'to', 'go', 'buy', 'a', 'lot', 'of', 'groceries', 'or', 'if', 'you', 'have', 'to', 'transport', 'someone', 'around']",37,2
Shoplifters paradise,"['shoplifters', 'paradise']",2,0
So these are what shell walkers came from in horizon zero dawn??,"['so', 'these', 'are', 'what', 'shell', 'walkers', 'came', 'from', 'in', 'horizon', 'zero', 'dawn']",12,2
Just more production of plastic waste at 4 mph it's like sending your granny for YOUR FISH & CHIPS ANY ONE OUT OF DIVILMENT COULD THROW ANY THING ON YOUR FOOD OR JUST TAKE IT ?? IT WILL BE JUST LIKE THE SINCE AIR 3 WHEELER I WOULD NOT ORDER FROM IT FAT PEOPLE MIGHT,"['just', 'more', 'production', 'of', 'plastic', 'waste', 'at', 'mph', 'it', 'is', 'like', 'sending', 'your', 'granny', 'for', 'your', 'fish', 'chips', 'any', 'one', 'out', 'of', 'divilment', 'could', 'throw', 'any', 'thing', 'on', 'your', 'food', 'or', 'just', 'take', 'it', 'it', 'will', 'be', 'just', 'like', 'the', 'since', 'air', 'wheeler', 'i', 'would', 'not', 'order', 'from', 'it', 'fat', 'people', 'might']",52,0
This is clearly a rip off of Domino's DRU  .   they didn't even bother changing the colors  .  ,"['this', 'is', 'clearly', 'a', 'rip', 'off', 'of', 'domino', ""'s"", 'dru', 'they', 'did', 'not', 'even', 'bother', 'changing', 'the', 'colors']",18,0
Remember cow tipping for graduation I wonder if robot tipping is a thing it would be fun ?,"['remember', 'cow', 'tipping', 'for', 'graduation', 'i', 'wonder', 'if', 'robot', 'tipping', 'is', 'a', 'thing', 'it', 'would', 'be', 'fun']",17,2
That must be one of the most ridiculous piece of music I have ever been listening to  .  ,"['that', 'must', 'be', 'one', 'of', 'the', 'most', 'ridiculous', 'piece', 'of', 'music', 'i', 'have', 'ever', 'been', 'listening', 'to']",17,0
If I order some food and then some stupid person sees the robot on the street and steals it then what?,"['if', 'i', 'order', 'some', 'food', 'and', 'then', 'some', 'stupid', 'person', 'sees', 'the', 'robot', 'on', 'the', 'street', 'and', 'steals', 'it', 'then', 'what']",21,0
Put a gun on one of those,"['put', 'a', 'gun', 'on', 'one', 'of', 'those']",7,0
"Was curious about these, thanks for the awesome video!","['was', 'curious', 'about', 'these', 'thanks', 'for', 'the', 'awesome', 'video']",9,1
If they are nice to us and stop anytime when we get in front of them then we need to be nice to them,"['if', 'they', 'are', 'nice', 'to', 'us', 'and', 'stop', 'anytime', 'when', 'we', 'get', 'in', 'front', 'of', 'them', 'then', 'we', 'need', 'to', 'be', 'nice', 'to', 'them']",24,2
Loot boxes on wheels  .  ,"['loot', 'boxes', 'on', 'wheels']",4,0
So the company has made 1 million dollars then?,"['so', 'the', 'company', 'has', 'made', 'million', 'dollars', 'then']",8,2
can it like go into a lift? would it lose signal once inside?,"['can', 'it', 'like', 'go', 'into', 'a', 'lift', 'would', 'it', 'lose', 'signal', 'once', 'inside']",13,2
"Where I live, people would go out of their way to deliberately run those things over  .   lol","['where', 'i', 'live', 'people', 'would', 'go', 'out', 'of', 'their', 'way', 'to', 'deliberately', 'run', 'those', 'things', 'over', 'lol']",17,0
"This is the second video I have seen of these things now  .   Great idea for senior citizens who cannot walk far or cannot get out to buy their groceries  .   Cant wait for the Drone delivery bots, I think security won’t be happy everywhere","['this', 'is', 'the', 'second', 'video', 'i', 'have', 'seen', 'of', 'these', 'things', 'now', 'great', 'idea', 'for', 'senior', 'citizens', 'who', 'can', 'not', 'walk', 'far', 'or', 'can', 'not', 'get', 'out', 'to', 'buy', 'their', 'groceries', 'cant', 'wait', 'for', 'the', 'drone', 'delivery', 'bots', 'i', 'think', 'security', 'won', 't', 'be', 'happy', 'everywhere']",46,1
"can't be stolen, got gaps tracker on it","['can', 'not', 'be', 'stolen', 'got', 'gaps', 'tracker', 'on', 'it']",9,1
Wow I had no idea this was happening anywhere!? Crazy!,"['wow', 'i', 'had', 'no', 'idea', 'this', 'was', 'happening', 'anywhere', 'crazy']",10,0
"I am guessing all of these thing will only be in the ""nice"" neighborhoods ??","['i', 'am', 'guessing', 'all', 'of', 'these', 'thing', 'will', 'only', 'be', 'in', 'the', 'nice', 'neighborhoods']",14,0
They might as well create a robot that will eat your food as well  .  ,"['they', 'might', 'as', 'well', 'create', 'a', 'robot', 'that', 'will', 'eat', 'your', 'food', 'as', 'well']",14,0
Google buzz feed's video where they try attacking it for food,"['google', 'buzz', 'feed', ""'s"", 'video', 'where', 'they', 'try', 'attacking', 'it', 'for', 'food']",12,0
Aww I want one of those as a little pet I’ll feed it batteries!,"['aww', 'i', 'want', 'one', 'of', 'those', 'as', 'a', 'little', 'pet', 'i', 'll', 'feed', 'it', 'batteries']",15,1
That's the future! It's a really good investment  .  ,"['that', ""'s"", 'the', 'future', 'it', 'is', 'a', 'really', 'good', 'investment']",10,1
"you got house in woods? if not then drone can fly above trees and fly in a straight line when car robot gonna drive and take a lot of turns, less efficient than a drone  .  ","['you', 'got', 'house', 'in', 'woods', 'if', 'not', 'then', 'drone', 'can', 'fly', 'above', 'trees', 'and', 'fly', 'in', 'a', 'straight', 'line', 'when', 'car', 'robot', 'going', 'to', 'drive', 'and', 'take', 'a', 'lot', 'of', 'turns', 'less', 'efficient', 'than', 'a', 'drone']",36,2
All fun and games until a tweaker kidnaps one and brutally murders it for its copper wire  .   lol,"['all', 'fun', 'and', 'games', 'until', 'a', 'tweaker', 'kidnaps', 'one', 'and', 'brutally', 'murders', 'it', 'for', 'its', 'copper', 'wire', 'lol']",18,0
"""free food! free food!"" I can predict the rate of mission failure at 100% once Antifa liberal-arts grad students and homeless people locate them  .  ","['free', 'food', 'free', 'food', 'i', 'can', 'predict', 'the', 'rate', 'of', 'mission', 'failure', 'at', 'once', 'antifa', 'liberal-arts', 'grad', 'students', 'and', 'homeless', 'people', 'locate', 'them']",23,0
I hope this doesn't happen to me  .   I would be very sad to lose my dream job like that  .   I would be happy for the robot though!!! Its a great job  .   I have been happy for the last 23years working there  .  ,"['i', 'hope', 'this', 'does', 'not', 'happen', 'to', 'me', 'i', 'would', 'be', 'very', 'sad', 'to', 'lose', 'my', 'dream', 'job', 'like', 'that', 'i', 'would', 'be', 'happy', 'for', 'the', 'robot', 'though', 'its', 'a', 'great', 'job', 'i', 'have', 'been', 'happy', 'for', 'the', 'last', 'working', 'there']",41,1
If I was walking nearby I would pick it up real quick instead of making a huge scene out of it and just standing there,"['if', 'i', 'was', 'walking', 'nearby', 'i', 'would', 'pick', 'it', 'up', 'real', 'quick', 'instead', 'of', 'making', 'a', 'huge', 'scene', 'out', 'of', 'it', 'and', 'just', 'standing', 'there']",25,1
What the fuck is that id break its wheels,"['what', 'the', 'fuck', 'is', 'that', 'id', 'break', 'its', 'wheels']",9,0
destroy them door dashers need a job,"['destroy', 'them', 'door', 'dashers', 'need', 'a', 'job']",7,0
"What, people kick robots and push them over? Now, who might she be talking about? Perhaps you can tell me, Boston Dynamics engineers????","['what', 'people', 'kick', 'robots', 'and', 'push', 'them', 'over', 'now', 'who', 'might', 'she', 'be', 'talking', 'about', 'perhaps', 'you', 'can', 'tell', 'me', 'boston', 'dynamics', 'engineers']",23,0
You don't have Postmates delivery robot? Massive miss!,"['you', 'do', 'not', 'have', 'postmates', 'delivery', 'robot', 'massive', 'miss']",9,2
Are you sure? Is it already the version that has an alarm?,"['are', 'you', 'sure', 'is', 'it', 'already', 'the', 'version', 'that', 'has', 'an', 'alarm']",12,2
I want it but i live in use,"['i', 'want', 'it', 'but', 'i', 'live', 'in', 'use']",8,1
